name,category,location,telephone,mail,website
Airfield Supply Company,"[' CBD Oil', ' Dispensaries', ' CBD Products']","10150 Almeda Genoa Rd, Houston, TX 77075",(832) 834-3176,,
Ajoya,"[' Dispensaries', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
AIM Therapy,"[' CBD Oil', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
Airavata Vapors,[' CBD Products'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Agate Dreams,[' Dispensaries'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
AH Smoke & Vape,"[' CBD Oil', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
AFN Hemp & CBD Dispensary,[' CBD Products'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Advanced Vapors,"[' CBD Oil', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
Affordable Healthcare Nurse Practitioner Clinic,[' Dispensaries'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Acupuncture Arts Hawaii,[' CBD Products'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Advanced Behavioral Care INC,[' Dispensaries'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Advanced Care Chiropractic and Wellness Center,"[' CBD Oil', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
Acme Healing Center,[' Dispensaries'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Acme Healing Center of Durango,[' Dispensaries'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Aces Place,[' Dispensaries'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
ACC Apothecary,"[' CBD Oil', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
Acdm Assessment & Counseling Of Guilford County,[' Dispensaries'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Acadia Cannabis Company,[' Dispensaries'],"1100 W Dillon Rd, Louisville, CO 80027",(303) 665-5596,,
Absolute Therapy Massage and Float Center,"[' CBD Oil', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
Absolute Vapor,"[' CBD Oil', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
Able Bodies Massage & Wellness,"[' CBD Oil', ' CBD Products']","1532 Newport Blvd, Costa Mesa, CA 92627",(714) 261-7244,,
Absolute Surgical Specialists,[' Dispensaries'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
A&S Natural Health,"[' CBD Oil', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
Abilene Vape,"[' CBD Oil', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
A Touch For Wellness,"[' CBD Oil', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
A Naturway Natural Food,"[' CBD Oil', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
A Smokin Place,"[' CBD Oil', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
A Social Treatment Opportunity,[' Dispensaries'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
A Greener Today Marijuana,[' Dispensaries'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
A Healing Point Acupuncture Center,"[' CBD Oil', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
904 Smiles,[' CBD Products'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
A & L Quickstop,"[' CBD Oil', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
A Cut Above - Fillmore,[' Dispensaries'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
8th Wonder,[' Dispensaries'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
8 Ball Vapor,[' CBD Products'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
805 Beach Breaks,"[' CBD Oil', ' Dispensaries', ' CBD Products']","113 NW 3rd, Abilene, KS 67410",(785) 201-5209,,
7 Point Farm & Apothecary - Quality CBD Products,[' CBD Products'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
704Hemp CBD Shop,"[' Dispensaries', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
710 Hawaii,"[' CBD Oil', ' CBD Products']","1559 Hanes Mall Blvd, Winston-Salem, NC 27103",(336) 774-8600,,
66th Smoke Shop,[' CBD Products'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
69 vape N smoke,[' CBD Products'],"1046 Cypress Village Blvd, Sun City Center, FL 33573",(813) 633-0081,,
7 Leaf Clover,"[' CBD Oil', ' CBD Products']","1550 Locust Ave, Shasta Lake, CA 96019",(530) 275-0420,,
530 Cannabis,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
53rd Street Mini Mart,[' CBD Products'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
4evergreen Cannabis Society,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
420MedPros,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
44 Marketplace,"[' CBD Oil', ' CBD Products']","1550 Locust Ave, Shasta Lake, CA 96019",(530) 275-0420,,
420 Spot Shop,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
420 Tatt2,[' CBD Products'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
420CaniCare,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
420 Evaluations,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
420 Green Genie,"[' Dispensaries', ' CBD Products']","1550 Locust Ave, Shasta Lake, CA 96019",(530) 275-0420,,
420 Dank Delivery,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
420 Evaluation,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
40 Acres Medical Marijuana,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
420 Caregiver Sherman Oaks Dispensary,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
420 Dank,"[' Dispensaries', ' CBD Products']","1550 Locust Ave, Shasta Lake, CA 96019",(530) 275-0420,,
360 Radiance,"[' CBD Oil', ' CBD Products']","1550 Locust Ave, Shasta Lake, CA 96019",(530) 275-0420,,
3C Compassionate Care Center,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
4:20 Friendly,"[' Dispensaries', ' CBD Products']","1550 Locust Ave, Shasta Lake, CA 96019",(530) 275-0420,,
215 Collective,[' Dispensaries'],"100 N 3rd St, Brooklyn, NY 11249",(347) 294-0820,,
